campus,delivery,subject,cohort,study_hours,course_type,prior_gpa,prep_hours,standing,term_weeks,attendance,complexity,enroll_timing,digital_hw,tutoring,exam_score,effort_stars,Number of Assignments,Number of OfficeHours,study_partners,credits,sleep_hours,state_resident,section_size
Harbor Campus,Hybrid,Civics,2023 CY,4.6 hours,Required,3.03 GPA,2.0 hours,Freshman,16-week,100.0%,Lecture,3-year retake,Yes,No,66.37,2 stars,8,1,1 partner,12 cr,8.7 hours,Yes,Medium
Harbor Campus,In-person,Algebra,2022 CY,10.1 hours,Elective,2.84 GPA,2.6 hours,Freshman,16-week,66.0%,Lecture,2-year retake,Yes,No,65.92,2 stars,8,0,2 partners,9 cr,7.5 hours,Yes,Medium
Harbor Campus,In-person,Stats,2023 CY,14.6 hours,Required,3.51 GPA,2.2 hours,Junior,10-week,90.6%,Lecture,On time,No,No,73.17,3 stars,11,7,0 partners,18 cr,6.0 hours,Yes,Medium
River Campus,In-person,Algebra,2022 CY,12.7 hours,Required,2.79 GPA,6.5 hours,Sophomore,16-week,90.7%,Studio,On time,Yes,Yes,77.29,3 stars,10,0,2 partners,9 cr,5.5 hours,No,Medium
River Campus,Online,Civics,2022 CY,4.8 hours,Required,3.52 GPA,1.6 hours,Freshman,16-week,75.7%,Lecture,On time,Yes,No,66.68,2 stars,12,5,2 partners,16 cr,6.2 hours,Yes,Large
Delta Campus,Online,Algebra,2019 CY,4.4 hours,Elective,3.64 GPA,1.7 hours,Junior,16-week,87.0%,Lecture,On time,No,No,64.36,2 stars,11,6,1 partner,15 cr,6.5 hours,No,Medium
River Campus,In-person,Biology,2023 CY,6.7 hours,Required,3.60 GPA,1.9 hours,Freshman,12-week,96.7%,Lab-heavy,On time,No,No,70.82,3 stars,13,5,0 partners,16 cr,9.1 hours,Yes,Small
Prairie Campus,Hybrid,Algebra,2023 CY,9.6 hours,Required,3.32 GPA,2.5 hours,Junior,12-week,87.0%,Lecture,On time,No,No,69.69,2 stars,13,1,3 partners,15 cr,6.6 hours,Yes,Medium
Prairie Campus,Hybrid,Chemistry,2022 CY,9.8 hours,Required,2.93 GPA,3.4 hours,Sophomore,16-week,99.8%,Lab-heavy,On time,Yes,No,85.98,4 stars,17,5,3 partners,16 cr,5.5 hours,Yes,Small
Harbor Campus,Hybrid,History,2022 CY,4.4 hours,Elective,3.08 GPA,1.2 hours,Freshman,12-week,64.2%,Lecture,On time,Yes,No,59.5,2 stars,13,2,1 partner,15 cr,6.7 hours,No,Small
Prairie Campus,In-person,Biology,2023 CY,5.7 hours,Elective,3.20 GPA,1.8 hours,Freshman,12-week,80.6%,Lab-heavy,On time,No,No,71.03,3 stars,15,3,3 partners,15 cr,7.1 hours,Yes,Small
Delta Campus,In-person,Chemistry,2023 CY,7.9 hours,Required,2.78 GPA,3.0 hours,Freshman,16-week,100.0%,Lecture,On time,Yes,Yes,60.28,2 stars,9,2,1 partner,13 cr,5.4 hours,Yes,Medium
Delta Campus,Hybrid,History,2021 CY,9.9 hours,Required,3.63 GPA,3.7 hours,Freshman,16-week,95.1%,Lecture,On time,Yes,Yes,92.12,4 stars,6,8,0 partners,9 cr,7.2 hours,Yes,Large
Hill Campus,In-person,Physics,Not Available,16.3 hours,Elective,3.41 GPA,4.0 hours,Sophomore,16-week,94.4%,Lecture,On time,Yes,Yes,89.78,4 stars,9,4,1 partner,12 cr,8.1 hours,Yes,Medium
Harbor Campus,Online,Civics,2023 CY,5.5 hours,Elective,2.90 GPA,2.1 hours,Graduate,16-week,98.3%,Lecture,On time,Yes,No,64.09,2 stars,14,1,0 partners,18 cr,7.0 hours,No,Small
Hill Campus,Online,Literature,Not Available,6.0 hours,Required,4.00 GPA,1.5 hours,Senior,10-week,66.8%,Lab-heavy,On time,No,No,66.08,2 stars,11,3,1 partner,12 cr,5.9 hours,No,Large
Prairie Campus,In-person,Algebra,Not Available,5.5 hours,Required,3.19 GPA,2.4 hours,Sophomore,12-week,97.0%,Lecture,On time,No,No,74.55,3 stars,9,6,1 partner,15 cr,6.2 hours,Yes,Small
North Campus,Online,Biology,2023 CY,10.5 hours,Elective,2.66 GPA,2.4 hours,Junior,16-week,90.6%,Lecture,Late enroll,Yes,No,46.59,1 star,10,7,0 partners,15 cr,5.0 hours,Yes,Large
Hill Campus,Hybrid,Stats,2023 CY,9.8 hours,Elective,2.78 GPA,4.1 hours,Junior,16-week,73.4%,Lab-heavy,3-year retake,No,Yes,62.31,2 stars,11,7,0 partners,13 cr,6.7 hours,Yes,Medium
Harbor Campus,Online,Algebra,2022 CY,6.2 hours,Required,3.82 GPA,1.5 hours,Senior,10-week,100.0%,Lecture,On time,Yes,No,75.26,3 stars,11,1,1 partner,18 cr,7.1 hours,Yes,Small
Grove Campus,In-person,History,2020 CY,7.9 hours,Required,3.85 GPA,2.8 hours,Freshman,16-week,85.0%,Lab-heavy,2-year retake,Yes,No,77.4,3 stars,11,6,2 partners,9 cr,5.8 hours,Yes,Medium
River Campus,Hybrid,Stats,2022 CY,6.6 hours,Required,3.60 GPA,2.6 hours,Sophomore,10-week,64.1%,Lab-heavy,On time,Yes,No,87.44,4 stars,16,4,3 partners,15 cr,8.9 hours,Yes,Medium
Prairie Campus,In-person,Stats,2023 CY,10.8 hours,Elective,3.74 GPA,4.4 hours,Sophomore,16-week,92.8%,Lecture,On time,No,Yes,82.48,4 stars,10,5,0 partners,13 cr,7.7 hours,Yes,Large
North Campus,Online,History,2022 CY,19.1 hours,Required,3.58 GPA,6.2 hours,Freshman,16-week,78.8%,Lab-heavy,On time,Yes,Yes,99.0,5 stars,9,3,2 partners,9 cr,4.8 hours,Yes,Small
River Campus,Hybrid,Literature,2023 CY,12.3 hours,Required,3.40 GPA,5.8 hours,Sophomore,16-week,97.6%,Lecture,On time,Yes,Yes,94.78,5 stars,10,6,0 partners,12 cr,4.9 hours,Yes,Large
River Campus,Online,Chemistry,2020 CY,8.8 hours,Required,3.30 GPA,1.8 hours,Senior,12-week,91.5%,Lecture,On time,No,No,69.62,2 stars,9,2,0 partners,15 cr,5.7 hours,Yes,Large
River Campus,In-person,Physics,2022 CY,6.4 hours,Elective,3.54 GPA,2.1 hours,Graduate,10-week,77.0%,Lecture,3-year retake,Yes,No,63.52,2 stars,11,4,1 partner,12 cr,8.5 hours,No,Large
Grove Campus,In-person,Algebra,2022 CY,5.6 hours,Elective,3.36 GPA,3.3 hours,Freshman,16-week,100.0%,Lab-heavy,On time,No,Yes,69.21,2 stars,14,1,1 partner,16 cr,7.8 hours,Yes,Large
River Campus,In-person,Algebra,2022 CY,12.2 hours,Elective,2.82 GPA,4.0 hours,Sophomore,16-week,98.4%,Lecture,On time,Yes,Yes,89.5,4 stars,11,4,2 partners,15 cr,8.6 hours,Yes,Small
Hill Campus,In-person,Literature,2020 CY,12.7 hours,Required,3.48 GPA,5.6 hours,Sophomore,16-week,80.7%,Lecture,On time,Yes,Yes,93.43,4 stars,13,5,0 partners,12 cr,6.8 hours,Yes,Medium
River Campus,In-person,Biology,2020 CY,7.0 hours,Elective,3.81 GPA,2.6 hours,Junior,10-week,87.5%,Studio,On time,No,No,75.35,3 stars,11,6,0 partners,12 cr,6.6 hours,Yes,Large
River Campus,Online,Literature,2023 CY,12.4 hours,Elective,3.06 GPA,2.3 hours,Junior,16-week,91.2%,Lecture,On time,Yes,No,81.51,3 stars,12,5,1 partner,12 cr,5.4 hours,Yes,Medium
Capitol Campus,In-person,History,2022 CY,9.2 hours,Required,2.89 GPA,2.3 hours,Freshman,12-week,85.4%,Studio,On time,Yes,No,85.25,4 stars,12,5,0 partners,16 cr,7.2 hours,Yes,Small
Hill Campus,Online,Civics,2019 CY,13.0 hours,Required,3.36 GPA,4.7 hours,Senior,12-week,82.7%,Lab-heavy,On time,Yes,Yes,86.91,4 stars,17,4,0 partners,15 cr,6.6 hours,Yes,Medium
Capitol Campus,Hybrid,Civics,2019 CY,9.4 hours,Elective,3.01 GPA,3.6 hours,Graduate,10-week,80.4%,Studio,Late enroll,No,No,63.94,2 stars,10,3,0 partners,9 cr,6.5 hours,Yes,Small
Capitol Campus,In-person,Chemistry,2022 CY,8.5 hours,Required,2.56 GPA,2.7 hours,Junior,10-week,78.3%,Studio,On time,No,No,61.56,2 stars,12,3,0 partners,15 cr,8.6 hours,No,Large
Delta Campus,Online,Physics,2020 CY,6.0 hours,Required,3.67 GPA,1.7 hours,Junior,12-week,63.7%,Studio,On time,No,No,70.25,3 stars,12,6,2 partners,15 cr,6.7 hours,Yes,Medium
River Campus,Online,Biology,2023 CY,8.6 hours,Required,2.95 GPA,2.1 hours,Junior,12-week,82.4%,Lecture,Late enroll,Yes,No,63.21,2 stars,12,1,0 partners,15 cr,8.3 hours,Yes,Medium
Delta Campus,In-person,Chemistry,2023 CY,11.2 hours,Elective,3.16 GPA,1.7 hours,Sophomore,16-week,69.1%,Lab-heavy,On time,Yes,No,74.89,3 stars,9,0,1 partner,9 cr,5.1 hours,Yes,Large
Capitol Campus,In-person,Biology,2021 CY,7.5 hours,Required,2.76 GPA,1.2 hours,Freshman,16-week,79.1%,Lab-heavy,On time,Yes,No,65.91,2 stars,10,4,1 partner,9 cr,9.8 hours,Yes,Medium
Hill Campus,Online,Civics,2022 CY,9.9 hours,Elective,3.72 GPA,2.2 hours,Junior,16-week,68.3%,Lab-heavy,On time,Yes,No,76.4,3 stars,15,6,1 partner,13 cr,6.4 hours,No,Large
North Campus,Hybrid,Civics,2020 CY,7.0 hours,Required,3.41 GPA,2.5 hours,Freshman,10-week,69.5%,Lecture,On time,No,Yes,72.7,3 stars,11,5,1 partner,15 cr,7.6 hours,Yes,Small
Delta Campus,Online,Stats,2021 CY,11.0 hours,Elective,3.04 GPA,2.0 hours,Senior,16-week,90.3%,Studio,On time,Yes,No,75.34,3 stars,13,6,1 partner,15 cr,7.8 hours,Yes,Small
Hill Campus,Hybrid,Civics,2023 CY,10.1 hours,Required,2.62 GPA,3.3 hours,Sophomore,10-week,83.8%,Lecture,On time,Yes,No,74.29,3 stars,11,3,2 partners,12 cr,6.3 hours,Yes,Small
Grove Campus,Hybrid,Stats,2022 CY,4.7 hours,Elective,2.99 GPA,1.6 hours,Sophomore,12-week,83.4%,Lecture,On time,Yes,No,53.76,1 star,8,1,0 partners,12 cr,7.7 hours,Yes,Medium
Prairie Campus,In-person,Biology,2023 CY,7.8 hours,Elective,3.41 GPA,1.3 hours,Sophomore,16-week,75.8%,Lecture,On time,Yes,No,69.21,2 stars,12,5,2 partners,15 cr,7.8 hours,No,Medium
Capitol Campus,Online,Stats,2021 CY,12.1 hours,Required,3.38 GPA,4.0 hours,Graduate,16-week,79.4%,Lecture,On time,Yes,No,66.91,2 stars,9,0,0 partners,9 cr,6.0 hours,Yes,Medium
Grove Campus,In-person,Literature,2021 CY,6.5 hours,Required,3.08 GPA,2.5 hours,Freshman,16-week,92.8%,Lab-heavy,On time,Yes,Yes,72.09,3 stars,14,9,1 partner,15 cr,6.0 hours,Yes,Small
Harbor Campus,Hybrid,History,2022 CY,5.1 hours,Elective,3.13 GPA,1.3 hours,Freshman,16-week,85.5%,Lecture,On time,Yes,No,64.18,2 stars,12,5,1 partner,13 cr,6.8 hours,No,Small
Delta Campus,In-person,Literature,2022 CY,8.9 hours,Required,3.37 GPA,4.0 hours,Freshman,12-week,97.2%,Lab-heavy,On time,Yes,No,82.78,4 stars,13,4,0 partners,12 cr,6.7 hours,No,Medium
Harbor Campus,In-person,History,Not Available,15.9 hours,Required,3.13 GPA,4.9 hours,Junior,12-week,98.7%,Lab-heavy,On time,Yes,No,94.57,5 stars,12,1,0 partners,15 cr,8.3 hours,No,Small
Delta Campus,Hybrid,Biology,2020 CY,6.9 hours,Required,3.50 GPA,1.1 hours,Graduate,16-week,83.5%,Lecture,On time,No,No,71.37,3 stars,8,2,0 partners,12 cr,7.6 hours,Yes,Large
Capitol Campus,In-person,Biology,2023 CY,10.1 hours,Elective,2.59 GPA,2.6 hours,Freshman,12-week,64.5%,Lab-heavy,3-year retake,Yes,No,52.78,1 star,17,7,0 partners,15 cr,6.7 hours,Yes,Large
Hill Campus,Online,Algebra,2023 CY,11.3 hours,Required,4.00 GPA,5.2 hours,Graduate,12-week,78.4%,Lecture,On time,Yes,Yes,85.59,4 stars,10,2,1 partner,12 cr,7.5 hours,Yes,Medium
Harbor Campus,In-person,Chemistry,2022 CY,8.6 hours,Required,3.02 GPA,3.1 hours,Sophomore,10-week,88.0%,Lab-heavy,On time,Yes,Yes,60.69,2 stars,13,0,0 partners,13 cr,4.5 hours,Yes,Medium
Harbor Campus,Hybrid,Civics,2021 CY,9.0 hours,Elective,3.24 GPA,4.0 hours,Junior,16-week,78.2%,Studio,On time,Yes,No,74.72,3 stars,10,2,2 partners,15 cr,6.1 hours,Yes,Medium
River Campus,Hybrid,Literature,2022 CY,7.7 hours,Required,3.28 GPA,2.1 hours,Freshman,10-week,75.5%,Lecture,On time,No,No,74.57,3 stars,10,1,2 partners,9 cr,7.1 hours,Yes,Medium
River Campus,In-person,Chemistry,2021 CY,8.0 hours,Required,2.97 GPA,1.3 hours,Junior,12-week,89.7%,Lab-heavy,On time,Yes,No,71.82,3 stars,15,5,0 partners,15 cr,8.0 hours,Yes,Large
Harbor Campus,Online,History,2023 CY,5.2 hours,Required,3.15 GPA,2.8 hours,Junior,16-week,100.0%,Lecture,Late enroll,No,Yes,72.16,3 stars,14,1,0 partners,15 cr,7.0 hours,Yes,Large
River Campus,In-person,Chemistry,2022 CY,9.0 hours,Required,3.15 GPA,3.2 hours,Junior,16-week,84.1%,Lecture,On time,No,No,74.91,3 stars,16,6,0 partners,18 cr,8.4 hours,Yes,Medium
Hill Campus,Online,Biology,Not Available,12.0 hours,Required,2.62 GPA,3.4 hours,Freshman,16-week,86.0%,Lab-heavy,On time,Yes,No,73.33,3 stars,16,6,2 partners,12 cr,7.8 hours,Yes,Medium
North Campus,Online,Civics,2023 CY,10.1 hours,Elective,3.35 GPA,5.5 hours,Senior,16-week,72.9%,Lecture,On time,Yes,Yes,75.15,3 stars,9,3,0 partners,12 cr,6.3 hours,Yes,Large
North Campus,Hybrid,Biology,2022 CY,14.0 hours,Required,2.56 GPA,7.1 hours,Graduate,10-week,92.4%,Lab-heavy,Late enroll,Yes,Yes,83.6,4 stars,14,6,0 partners,13 cr,6.6 hours,Yes,Small
North Campus,In-person,Physics,2023 CY,10.4 hours,Elective,3.94 GPA,2.0 hours,Sophomore,16-week,97.7%,Lecture,On time,Yes,No,88.73,4 stars,12,5,3 partners,16 cr,7.2 hours,Yes,Medium
Harbor Campus,In-person,Physics,2022 CY,8.9 hours,Required,3.51 GPA,1.5 hours,Junior,12-week,97.1%,Lecture,On time,Yes,No,70.32,3 stars,12,6,1 partner,13 cr,6.3 hours,Yes,Medium
Grove Campus,Online,Literature,2023 CY,8.5 hours,Required,3.44 GPA,3.3 hours,Senior,16-week,99.6%,Studio,On time,Yes,Yes,82.77,4 stars,12,6,0 partners,13 cr,8.5 hours,Yes,Medium
Capitol Campus,Online,Civics,2020 CY,8.9 hours,Required,2.37 GPA,4.2 hours,Sophomore,12-week,75.7%,Lecture,Late enroll,Yes,Yes,64.52,2 stars,10,7,2 partners,15 cr,5.6 hours,Yes,Medium
River Campus,In-person,Biology,Not Available,5.8 hours,Required,2.79 GPA,3.1 hours,Senior,16-week,86.0%,Lab-heavy,On time,Yes,Yes,59.79,2 stars,14,1,3 partners,9 cr,7.1 hours,Yes,Medium
River Campus,In-person,Civics,2023 CY,9.0 hours,Elective,3.78 GPA,3.3 hours,Sophomore,16-week,100.0%,Lecture,3-year retake,No,Yes,89.24,4 stars,10,4,1 partner,15 cr,7.6 hours,Yes,Small
North Campus,In-person,Physics,2023 CY,11.0 hours,Required,4.00 GPA,6.0 hours,Senior,10-week,89.3%,Lab-heavy,2-year retake,No,Yes,74.73,3 stars,16,7,0 partners,13 cr,6.5 hours,Yes,Medium
Hill Campus,Hybrid,Civics,2022 CY,14.6 hours,Required,3.57 GPA,3.5 hours,Freshman,12-week,63.8%,Lecture,On time,No,No,81.85,3 stars,14,1,1 partner,15 cr,6.2 hours,No,Large
Prairie Campus,In-person,Literature,2023 CY,10.8 hours,Required,3.62 GPA,4.2 hours,Sophomore,16-week,87.5%,Lecture,Late enroll,Yes,No,70.38,3 stars,9,1,0 partners,15 cr,6.7 hours,Yes,Large
Grove Campus,In-person,Civics,2021 CY,5.7 hours,Elective,3.39 GPA,2.3 hours,Junior,12-week,83.2%,Lecture,On time,Yes,No,68.39,2 stars,10,0,1 partner,13 cr,7.7 hours,Yes,Medium
River Campus,Hybrid,Stats,2023 CY,4.5 hours,Required,2.77 GPA,0.8 hours,Junior,16-week,95.0%,Lecture,On time,No,No,58.27,2 stars,11,7,0 partners,15 cr,6.3 hours,Yes,Small
River Campus,In-person,History,2020 CY,7.8 hours,Elective,3.60 GPA,1.7 hours,Senior,12-week,93.1%,Studio,On time,No,No,81.61,3 stars,13,6,1 partner,15 cr,5.6 hours,Yes,Large
Grove Campus,Online,Civics,2021 CY,13.1 hours,Required,2.80 GPA,4.0 hours,Graduate,16-week,62.6%,Lecture,Late enroll,Yes,Yes,72.64,3 stars,12,0,2 partners,12 cr,8.1 hours,Yes,Medium
Capitol Campus,In-person,Physics,2022 CY,9.8 hours,Required,2.49 GPA,5.4 hours,Freshman,16-week,91.7%,Lecture,On time,Yes,Yes,67.83,2 stars,10,3,3 partners,16 cr,7.2 hours,Yes,Medium
River Campus,Hybrid,Chemistry,2021 CY,11.6 hours,Elective,2.58 GPA,4.2 hours,Sophomore,16-week,88.1%,Lab-heavy,On time,Yes,Yes,77.77,3 stars,17,3,2 partners,15 cr,7.9 hours,No,Medium
Grove Campus,Online,Stats,2022 CY,8.5 hours,Required,3.59 GPA,3.4 hours,Sophomore,16-week,89.6%,Lecture,On time,No,No,72.23,3 stars,12,7,0 partners,18 cr,7.6 hours,Yes,Small
Delta Campus,Hybrid,History,2023 CY,11.4 hours,Required,3.12 GPA,3.3 hours,Sophomore,16-week,91.8%,Lecture,On time,Yes,No,84.07,4 stars,11,6,0 partners,15 cr,9.2 hours,Yes,Large
Prairie Campus,In-person,Literature,2021 CY,3.4 hours,Elective,3.20 GPA,1.0 hours,Junior,16-week,98.0%,Lecture,2-year retake,Yes,No,62.05,2 stars,9,7,1 partner,12 cr,8.0 hours,No,Medium
Capitol Campus,In-person,Algebra,2023 CY,14.2 hours,Required,3.14 GPA,6.0 hours,Senior,16-week,93.1%,Lecture,On time,Yes,No,82.3,4 stars,8,6,0 partners,13 cr,6.0 hours,Yes,Medium
Hill Campus,Online,Biology,2019 CY,5.5 hours,Required,2.64 GPA,1.6 hours,Senior,16-week,86.2%,Lab-heavy,On time,Yes,No,71.84,3 stars,14,5,0 partners,13 cr,7.3 hours,Yes,Large
River Campus,In-person,Civics,2023 CY,13.0 hours,Required,2.73 GPA,6.1 hours,Freshman,16-week,94.5%,Studio,2-year retake,Yes,Yes,81.89,3 stars,6,4,2 partners,9 cr,6.2 hours,Yes,Medium
Capitol Campus,In-person,History,2023 CY,8.2 hours,Required,2.87 GPA,2.3 hours,Sophomore,10-week,100.0%,Studio,Late enroll,No,No,69.38,2 stars,8,4,0 partners,13 cr,6.3 hours,Yes,Large
Hill Campus,In-person,History,2022 CY,8.1 hours,Elective,2.52 GPA,1.5 hours,Junior,10-week,98.2%,Studio,On time,Yes,No,56.05,1 star,12,3,0 partners,13 cr,5.2 hours,Yes,Medium
Capitol Campus,Hybrid,Biology,2023 CY,8.3 hours,Required,2.92 GPA,1.4 hours,Sophomore,16-week,88.1%,Lecture,On time,Yes,No,62.73,2 stars,8,7,1 partner,9 cr,6.5 hours,No,Medium
Delta Campus,Online,Chemistry,2023 CY,9.3 hours,Elective,2.54 GPA,2.0 hours,Freshman,16-week,90.3%,Lecture,On time,Yes,No,69.22,2 stars,13,3,3 partners,16 cr,7.4 hours,Yes,Large
River Campus,Online,Civics,2023 CY,10.6 hours,Required,3.41 GPA,3.9 hours,Sophomore,10-week,88.6%,Lab-heavy,On time,No,No,75.84,3 stars,16,6,1 partner,12 cr,6.7 hours,Yes,Large
Capitol Campus,Online,Civics,2022 CY,13.3 hours,Elective,3.45 GPA,4.7 hours,Sophomore,16-week,86.2%,Studio,On time,Yes,Yes,86.63,4 stars,9,3,0 partners,15 cr,5.6 hours,No,Large
Hill Campus,In-person,Algebra,2022 CY,13.0 hours,Elective,2.45 GPA,3.7 hours,Freshman,12-week,100.0%,Lab-heavy,On time,Yes,No,75.26,3 stars,17,5,1 partner,16 cr,5.1 hours,Yes,Large
Delta Campus,In-person,Literature,2023 CY,9.6 hours,Elective,3.02 GPA,1.7 hours,Senior,16-week,75.5%,Lecture,2-year retake,Yes,No,65.46,2 stars,9,3,2 partners,15 cr,9.1 hours,No,Medium
Hill Campus,In-person,Chemistry,2021 CY,14.6 hours,Required,3.99 GPA,4.9 hours,Sophomore,16-week,100.0%,Lab-heavy,On time,No,No,94.84,5 stars,15,3,0 partners,12 cr,7.2 hours,Yes,Small
Capitol Campus,Online,Literature,2023 CY,9.4 hours,Required,2.71 GPA,3.7 hours,Junior,16-week,78.7%,Lab-heavy,2-year retake,No,No,56.92,1 star,13,6,1 partner,15 cr,5.9 hours,Yes,Medium
Capitol Campus,In-person,Chemistry,2021 CY,12.5 hours,Required,3.34 GPA,4.2 hours,Junior,16-week,68.2%,Studio,2-year retake,No,No,67.65,2 stars,9,3,1 partner,15 cr,7.3 hours,Yes,Large
Harbor Campus,Hybrid,History,2023 CY,10.5 hours,Required,3.20 GPA,4.7 hours,Senior,16-week,84.1%,Lab-heavy,On time,Yes,No,81.23,3 stars,14,0,1 partner,16 cr,9.2 hours,Yes,Medium
North Campus,Online,Chemistry,2020 CY,7.3 hours,Required,3.52 GPA,1.1 hours,Freshman,10-week,80.5%,Lecture,On time,No,No,73.59,3 stars,10,3,0 partners,13 cr,7.5 hours,Yes,Medium
North Campus,In-person,Literature,2019 CY,9.1 hours,Elective,3.16 GPA,1.4 hours,Freshman,16-week,94.8%,Lecture,On time,No,No,66.21,2 stars,10,7,2 partners,9 cr,3.7 hours,No,Large
Capitol Campus,Online,Chemistry,Not Available,10.7 hours,Required,2.96 GPA,3.2 hours,Sophomore,12-week,80.9%,Lecture,Late enroll,Yes,No,68.98,2 stars,13,7,0 partners,15 cr,9.7 hours,No,Large
North Campus,In-person,Chemistry,2023 CY,9.8 hours,Elective,3.18 GPA,3.5 hours,Sophomore,16-week,78.8%,Lecture,On time,Yes,Yes,70.62,3 stars,12,5,0 partners,12 cr,4.8 hours,No,Large
Grove Campus,Hybrid,Civics,2023 CY,10.4 hours,Required,3.19 GPA,3.7 hours,Sophomore,16-week,100.0%,Studio,On time,Yes,No,82.05,4 stars,10,5,0 partners,16 cr,6.6 hours,Yes,Medium
Harbor Campus,Hybrid,Physics,Not Available,11.3 hours,Elective,3.11 GPA,4.4 hours,Senior,10-week,96.9%,Lecture,On time,Yes,No,80.61,3 stars,14,2,1 partner,15 cr,5.6 hours,Yes,Medium
Prairie Campus,Hybrid,History,2022 CY,9.0 hours,Required,2.56 GPA,1.6 hours,Sophomore,12-week,95.9%,Lecture,Late enroll,Yes,No,63.2,2 stars,12,6,0 partners,16 cr,6.0 hours,Yes,Large
River Campus,In-person,Civics,2021 CY,1.0 hours,Required,3.59 GPA,0.4 hours,Freshman,16-week,91.4%,Lecture,On time,Yes,No,74.87,3 stars,11,4,2 partners,18 cr,7.1 hours,Yes,Small
Delta Campus,In-person,Civics,2020 CY,13.9 hours,Elective,3.63 GPA,2.2 hours,Sophomore,16-week,88.6%,Lab-heavy,On time,No,No,92.35,4 stars,17,0,2 partners,15 cr,4.5 hours,Yes,Small
Prairie Campus,In-person,Algebra,2022 CY,7.5 hours,Elective,2.68 GPA,2.7 hours,Senior,10-week,96.0%,Lecture,On time,Yes,No,75.96,3 stars,14,7,0 partners,16 cr,6.7 hours,Yes,Large
Harbor Campus,In-person,Literature,2021 CY,5.9 hours,Elective,3.01 GPA,1.6 hours,Senior,16-week,83.2%,Lecture,On time,Yes,No,72.23,3 stars,9,6,2 partners,15 cr,8.1 hours,Yes,Medium
River Campus,In-person,Biology,Not Available,4.9 hours,Elective,3.05 GPA,1.7 hours,Senior,12-week,84.3%,Studio,2-year retake,Yes,No,65.47,2 stars,10,0,3 partners,12 cr,5.9 hours,Yes,Medium
Delta Campus,In-person,Physics,2019 CY,8.0 hours,Required,2.63 GPA,1.4 hours,Junior,16-week,81.2%,Lecture,2-year retake,Yes,No,54.17,1 star,15,3,0 partners,16 cr,5.3 hours,Yes,Small
Harbor Campus,Hybrid,Biology,2020 CY,8.1 hours,Elective,2.31 GPA,4.7 hours,Senior,16-week,65.4%,Lecture,Late enroll,Yes,Yes,52.96,1 star,13,5,1 partner,15 cr,6.6 hours,Yes,Medium
North Campus,In-person,Physics,2021 CY,6.7 hours,Required,2.85 GPA,2.9 hours,Junior,12-week,90.3%,Lecture,On time,Yes,No,64.34,2 stars,12,5,3 partners,18 cr,6.4 hours,Yes,Large
River Campus,In-person,Biology,2020 CY,8.3 hours,Required,2.87 GPA,3.7 hours,Freshman,16-week,84.6%,Lecture,On time,Yes,Yes,73.07,3 stars,12,1,2 partners,12 cr,6.1 hours,No,Medium
Grove Campus,Hybrid,Chemistry,2021 CY,10.8 hours,Required,2.50 GPA,3.3 hours,Junior,10-week,83.6%,Lab-heavy,On time,No,No,63.05,2 stars,12,0,1 partner,13 cr,5.5 hours,Yes,Medium
Hill Campus,Online,Stats,2023 CY,17.0 hours,Required,3.23 GPA,7.0 hours,Senior,16-week,89.6%,Studio,On time,Yes,Yes,94.35,5 stars,12,9,2 partners,16 cr,7.4 hours,Yes,Medium
Hill Campus,Online,History,2021 CY,11.7 hours,Required,3.67 GPA,3.8 hours,Sophomore,12-week,98.7%,Lecture,On time,No,No,76.07,3 stars,7,7,1 partner,9 cr,7.5 hours,Yes,Large
Delta Campus,Online,Civics,2022 CY,12.1 hours,Elective,3.53 GPA,3.8 hours,Junior,16-week,71.5%,Studio,Late enroll,No,No,71.78,3 stars,13,5,0 partners,15 cr,5.6 hours,Yes,Large
Grove Campus,Hybrid,Stats,2023 CY,7.9 hours,Required,3.09 GPA,2.6 hours,Junior,12-week,82.6%,Lab-heavy,On time,Yes,No,77.36,3 stars,17,5,0 partners,15 cr,5.8 hours,Yes,Medium
Hill Campus,Online,Civics,2022 CY,10.2 hours,Elective,2.32 GPA,5.4 hours,Junior,16-week,78.3%,Lecture,On time,Yes,Yes,75.74,3 stars,8,5,1 partner,12 cr,7.0 hours,No,Medium
Prairie Campus,In-person,Biology,2023 CY,10.5 hours,Required,3.35 GPA,3.5 hours,Freshman,12-week,74.7%,Lecture,3-year retake,Yes,No,73.99,3 stars,11,3,0 partners,12 cr,5.7 hours,Yes,Small
North Campus,Online,Civics,2021 CY,7.0 hours,Required,3.22 GPA,1.5 hours,Junior,16-week,80.1%,Lecture,On time,No,No,67.7,2 stars,11,5,0 partners,16 cr,7.0 hours,Yes,Medium
Delta Campus,In-person,Algebra,2020 CY,7.7 hours,Required,3.34 GPA,3.3 hours,Senior,10-week,87.0%,Studio,On time,Yes,No,72.61,3 stars,10,2,0 partners,9 cr,8.4 hours,Yes,Small
Harbor Campus,In-person,History,2021 CY,13.2 hours,Required,3.90 GPA,4.0 hours,Freshman,12-week,88.9%,Lecture,2-year retake,Yes,Yes,82.13,4 stars,9,1,2 partners,15 cr,6.7 hours,Yes,Medium
Prairie Campus,In-person,Civics,Not Available,14.0 hours,Required,2.78 GPA,4.0 hours,Sophomore,16-week,92.2%,Lecture,On time,No,Yes,83.27,4 stars,11,4,1 partner,15 cr,5.5 hours,No,Medium
