branch,channel,product_class,orig_vintage,annual_income_usd,purpose,other_debt_usd,requested_usd,employment_status,term_months,note_rate,complexity,file_timing,digital_app,existing_customer,offer_amount,bureau_stars,Number of Inquiries,Number of Trades,borrowers,down_payment_usd,reserves_usd,state_resident,collateral
Capitol Branch,Branch,Student,Not Available,"$43,900",Refinance,"$12,250","$21,700",Employed,60-month,3.90%,Simple,On time,Yes,Yes,21605.98,4 stars,7,11,2 borrowers,$0,"$8,550",Yes,Auto
River Branch,Online,Card,2023 VY,"$70,100",Refinance,"$20,980","$9,100",Public,24-month,19.51%,Simple,On time,Yes,No,4307.28,2 stars,2,12,4 borrowers,$0,"$12,590",No,Unsecured
Capitol Branch,Online,SME,Not Available,"$173,300",Purchase,"$48,160","$116,600",Public,60-month,6.74%,Schedule-heavy,On time,No,Yes,91995.76,2 stars,2,27,2 borrowers,$0,"$42,810",Yes,Auto
Prairie Branch,Branch,Personal,Not Available,"$56,500",Purchase,"$5,990","$12,700",Employed,36-month,13.18%,Simple,On time,No,No,9025.66,2 stars,3,8,1 borrower,$0,"$5,800",Yes,Unsecured
Delta Branch,Online,Auto,2023 VY,"$83,100",Refinance,"$5,570","$11,000",Self-employed,60-month,8.74%,Simple,Late docs,Yes,No,7507.63,3 stars,1,12,2 borrowers,"$2,330","$6,930",Yes,Unsecured
Capitol Branch,Broker,Card,2023 VY,"$37,900",Refinance,"$8,000","$2,000",Self-employed,24-month,12.66%,Simple,3-year prior,No,Yes,2467.68,3 stars,2,9,1 borrower,$0,"$4,050",Yes,Real-estate
River Branch,Online,Personal,2022 VY,"$54,900",Purchase,"$17,540","$28,100",Public,36-month,10.83%,Simple,On time,Yes,No,21599.85,3 stars,1,7,1 borrower,$0,"$10,980",Yes,Unsecured
Central Branch,Branch,Auto,2020 VY,"$63,700",Purchase,"$9,980","$26,100",Employed,60-month,6.75%,Simple,2-year prior,Yes,No,22398.16,3 stars,7,8,1 borrower,"$4,900","$4,410",Yes,Auto
Harbor Branch,Broker,Card,2022 VY,"$80,300",Purchase,"$26,200","$8,400",Employed,24-month,14.48%,Simple,Late docs,Yes,Yes,7755.86,2 stars,3,15,1 borrower,$0,"$19,110",Yes,Real-estate
Prairie Branch,Online,Card,2023 VY,"$60,100",Refinance,"$17,710","$8,800",Employed,24-month,16.74%,Simple,On time,No,Yes,9169.55,3 stars,4,13,2 borrowers,$0,"$8,290",Yes,Unsecured
Delta Branch,Online,Auto,2022 VY,"$45,500",Purchase,"$17,070","$11,000",Employed,60-month,3.90%,Simple,On time,Yes,Yes,11737.47,4 stars,0,10,1 borrower,"$2,010","$9,110",Yes,Real-estate
Harbor Branch,Broker,SME,2023 VY,"$112,900",Purchase,"$17,440","$61,400",Employed,60-month,8.45%,Schedule-heavy,On time,Yes,Yes,47861.11,3 stars,4,19,1 borrower,$0,"$23,740",Yes,Unsecured
Harbor Branch,Online,Mortgage,2020 VY,"$38,400",Purchase,"$8,280","$386,400",Public,360-month,9.68%,Full-doc,On time,No,Yes,289598.49,2 stars,5,10,2 borrowers,"$41,430","$5,000",Yes,Unsecured
Harbor Branch,Branch,Student,2022 VY,"$14,000",Refinance,$730,"$22,100",Public,120-month,9.16%,Simple,3-year prior,Yes,No,14606.52,3 stars,6,2,1 borrower,$0,"$2,670",No,Unsecured
Central Branch,Branch,Personal,2022 VY,"$67,000",Refinance,"$7,350","$10,300",Employed,36-month,7.46%,Simple,On time,No,Yes,9935.12,3 stars,6,13,1 borrower,$0,"$6,960",Yes,Real-estate
Harbor Branch,Branch,Personal,2022 VY,"$45,300",Refinance,"$4,240","$8,000",Employed,36-month,8.44%,Simple,On time,Yes,Yes,6064.56,3 stars,0,10,1 borrower,$0,"$9,360",Yes,Auto
Capitol Branch,Online,SME,2020 VY,"$98,200",Purchase,"$9,470","$69,700",Employed,60-month,4.63%,Schedule-heavy,On time,Yes,Yes,71990.71,4 stars,4,17,1 borrower,$0,"$20,570",Yes,Auto
Harbor Branch,Online,Auto,2020 VY,"$74,600",Refinance,"$8,390","$19,600",Employed,30-month,6.42%,Simple,On time,No,Yes,17143.19,3 stars,3,15,2 borrowers,"$3,740","$11,210",Yes,Real-estate
Harbor Branch,Online,SME,2023 VY,"$172,900",Refinance,"$46,490","$146,000",Self-employed,60-month,10.66%,Schedule-heavy,On time,Yes,No,109427.82,3 stars,7,22,1 borrower,$0,"$12,130",Yes,Unsecured
Highland Branch,Branch,Auto,2022 VY,"$68,700",Purchase,"$14,290","$20,600",Employed,60-month,5.27%,Simple,On time,Yes,Yes,21202.66,3 stars,5,13,1 borrower,"$3,710","$16,700",Yes,Real-estate
Capitol Branch,Online,Card,2019 VY,"$90,600",Purchase,"$13,740","$4,700",Public,24-month,13.44%,Simple,On time,No,Yes,4210.69,3 stars,7,16,1 borrower,$0,"$21,550",Yes,Auto
Highland Branch,Broker,HELOC,2019 VY,"$102,100",Refinance,"$37,850","$53,900",Retired,180-month,5.20%,Schedule-heavy,Late docs,No,No,48912.96,3 stars,2,13,1 borrower,"$11,640","$16,600",Yes,Real-estate
Highland Branch,Branch,Mortgage,2022 VY,"$101,700",Purchase,"$24,150","$262,200",Self-employed,360-month,4.60%,Full-doc,On time,No,No,231719.93,3 stars,3,13,1 borrower,"$44,780","$25,050",No,Real-estate
North Branch,Online,Student,2020 VY,"$30,200",Purchase,"$10,660","$9,900",Self-employed,120-month,6.58%,Simple,On time,No,No,9330.11,2 stars,5,4,1 borrower,$0,"$4,100",Yes,Real-estate
Harbor Branch,Online,Auto,2023 VY,"$32,300",Purchase,"$8,910","$25,100",Self-employed,60-month,9.13%,Simple,Late docs,Yes,No,14808.02,3 stars,1,5,1 borrower,"$1,270","$3,440",Yes,Unsecured
North Branch,Online,Mortgage,2023 VY,"$122,600",Refinance,"$6,650","$341,500",Employed,360-month,5.00%,Full-doc,On time,Yes,No,328126.94,4 stars,5,16,1 borrower,"$36,780","$15,440",Yes,Real-estate
Highland Branch,Branch,Personal,2021 VY,"$14,000",Purchase,"$4,810","$14,700",Employed,36-month,7.21%,Simple,On time,Yes,No,14627.47,3 stars,1,4,3 borrowers,$0,$430,Yes,Real-estate
Capitol Branch,Online,HELOC,2022 VY,"$71,600",Refinance,"$26,720","$39,700",Self-employed,90-month,6.25%,Schedule-heavy,Late docs,Yes,No,32876.06,3 stars,2,9,1 borrower,"$4,500","$10,470",No,Auto
North Branch,Broker,HELOC,2020 VY,"$88,600",Purchase,"$23,630","$44,800",Employed,180-month,11.70%,Schedule-heavy,On time,No,Yes,27849.83,2 stars,5,16,1 borrower,"$9,990","$15,350",Yes,Unsecured
North Branch,Online,Card,2021 VY,"$39,000",Refinance,"$10,420","$3,400",Public,12-month,18.02%,Simple,On time,Yes,No,0.0,1 star,3,6,2 borrowers,$0,"$1,760",Yes,Real-estate
Capitol Branch,Broker,HELOC,2023 VY,"$75,400",Purchase,"$16,370","$52,400",Employed,180-month,8.97%,Schedule-heavy,On time,Yes,No,45449.75,4 stars,3,10,1 borrower,"$6,340","$5,940",Yes,Unsecured
Central Branch,Broker,Card,2022 VY,"$88,900",Refinance,"$18,400","$8,900",Employed,24-month,12.64%,Simple,On time,Yes,No,7402.97,3 stars,2,13,2 borrowers,$0,"$16,520",Yes,Auto
Prairie Branch,Branch,Auto,2023 VY,"$80,100",Refinance,"$26,350","$15,100",Employed,90-month,5.56%,Simple,On time,Yes,No,12030.73,3 stars,5,11,1 borrower,$920,"$16,220",No,Auto
Highland Branch,Online,Card,2021 VY,"$41,000",Purchase,"$10,750","$13,400",Retired,24-month,18.80%,Simple,On time,Yes,No,11074.1,3 stars,4,6,1 borrower,$0,"$10,120",Yes,Unsecured
Central Branch,Branch,Mortgage,2021 VY,"$77,000",Purchase,"$6,720","$306,600",Employed,360-month,3.90%,Full-doc,On time,Yes,Yes,311369.31,4 stars,5,16,3 borrowers,"$47,880","$6,020",Yes,Real-estate
River Branch,Broker,Mortgage,2022 VY,"$51,100",Refinance,"$1,890","$89,400",Employed,360-month,7.94%,Full-doc,On time,Yes,No,79432.72,4 stars,6,7,1 borrower,"$6,040","$10,910",No,Unsecured
North Branch,Branch,Mortgage,2022 VY,"$114,600",Purchase,"$10,000","$91,100",Employed,360-month,4.25%,Full-doc,On time,Yes,Yes,92209.38,4 stars,4,19,1 borrower,"$9,040","$6,830",No,Auto
River Branch,Branch,Auto,Not Available,"$53,000",Purchase,"$9,740","$14,400",Self-employed,60-month,7.44%,Simple,On time,Yes,No,12286.29,2 stars,0,8,2 borrowers,"$3,020","$2,660",Yes,Real-estate
North Branch,Broker,Auto,2020 VY,"$18,700",Purchase,"$2,550","$34,100",Retired,60-month,9.88%,Simple,On time,No,No,20650.57,2 stars,1,6,4 borrowers,"$2,550","$3,510",Yes,Unsecured
Highland Branch,Branch,Auto,2023 VY,"$60,000",Refinance,"$23,340","$28,900",Employed,60-month,8.99%,Simple,3-year prior,Yes,Yes,16243.42,1 star,8,12,1 borrower,"$6,770","$7,350",Yes,Auto
Capitol Branch,Online,Personal,2023 VY,"$59,900",Purchase,"$8,150","$22,000",Public,36-month,10.24%,Simple,On time,Yes,Yes,19831.02,4 stars,2,13,2 borrowers,$0,"$12,140",Yes,Unsecured
River Branch,Branch,Mortgage,2022 VY,"$122,800",Purchase,"$19,120","$240,900",Employed,360-month,3.90%,Full-doc,On time,Yes,Yes,243942.93,4 stars,3,20,1 borrower,"$17,630","$10,440",Yes,Real-estate
River Branch,Broker,Card,2021 VY,"$52,600",Refinance,"$6,750","$7,400",Self-employed,24-month,12.26%,Simple,On time,Yes,No,6760.44,4 stars,3,8,2 borrowers,$0,"$3,630",Yes,Real-estate
Harbor Branch,Broker,SME,2022 VY,"$93,200",Purchase,"$22,520","$47,900",Employed,60-month,10.36%,Schedule-heavy,On time,No,No,38698.78,3 stars,7,12,1 borrower,$0,"$13,630",Yes,Unsecured
Harbor Branch,Branch,Mortgage,2021 VY,"$155,600",Purchase,"$42,280","$269,400",Employed,360-month,6.31%,Full-doc,On time,No,No,224461.04,3 stars,6,21,2 borrowers,"$62,890","$7,240",Yes,Auto
River Branch,Online,Mortgage,2023 VY,"$92,200",Purchase,"$20,340","$223,500",Self-employed,360-month,7.12%,Full-doc,Late docs,No,Yes,163008.17,2 stars,5,16,1 borrower,"$38,570","$7,760",Yes,Auto
Harbor Branch,Branch,Mortgage,2022 VY,"$115,000",Purchase,"$46,170","$220,300",Self-employed,360-month,7.53%,Full-doc,On time,No,No,165437.72,2 stars,5,16,2 borrowers,"$11,160","$6,700",Yes,Auto
Capitol Branch,Online,Personal,Not Available,"$42,300",Purchase,"$18,770","$21,900",Employed,36-month,9.33%,Simple,On time,Yes,No,18943.01,3 stars,4,6,1 borrower,$0,"$3,960",Yes,Auto
Delta Branch,Online,HELOC,2023 VY,"$107,300",Refinance,"$38,500","$52,600",Public,180-month,6.23%,Schedule-heavy,On time,Yes,Yes,45013.08,2 stars,5,19,2 borrowers,"$8,470","$21,040",Yes,Auto
Delta Branch,Broker,Personal,2022 VY,"$25,800",Purchase,"$10,240","$20,500",Retired,54-month,7.26%,Simple,Late docs,Yes,Yes,20698.59,4 stars,8,9,2 borrowers,$0,"$1,230",Yes,Auto
Delta Branch,Branch,Student,2023 VY,"$23,800",Refinance,"$4,960","$8,000",Employed,120-month,11.81%,Simple,On time,Yes,No,4560.05,2 stars,5,5,3 borrowers,$0,"$3,830",Yes,Unsecured
River Branch,Branch,Student,2022 VY,"$17,100",Purchase,"$4,380","$34,900",Self-employed,180-month,8.55%,Simple,On time,Yes,Yes,25473.05,3 stars,0,10,4 borrowers,$0,"$2,640",Yes,Unsecured
Central Branch,Online,Mortgage,2023 VY,"$72,600",Purchase,"$11,850","$208,600",Contract,360-month,8.77%,Full-doc,Late docs,Yes,Yes,121285.89,1 star,6,14,1 borrower,"$27,190","$10,440",Yes,Real-estate
Highland Branch,Online,HELOC,2020 VY,"$123,000",Purchase,"$41,000","$68,600",Employed,90-month,9.16%,Schedule-heavy,Late docs,Yes,Yes,48961.83,3 stars,6,21,2 borrowers,"$14,290","$16,160",Yes,Unsecured
Harbor Branch,Online,Auto,Not Available,"$45,800",Purchase,"$3,060","$28,700",Public,60-month,5.05%,Simple,On time,Yes,Yes,28119.66,3 stars,0,10,1 borrower,"$5,830","$7,910",Yes,Auto
Harbor Branch,Branch,Card,2023 VY,"$67,600",Refinance,"$7,950","$6,600",Employed,12-month,18.47%,Simple,3-year prior,No,Yes,3710.1,2 stars,5,15,3 borrowers,$0,"$14,600",Yes,Unsecured
Delta Branch,Branch,Student,2023 VY,"$41,700",Purchase,"$2,460","$23,200",Contract,120-month,7.84%,Simple,2-year prior,No,Yes,16112.26,2 stars,2,11,2 borrowers,$0,"$2,390",Yes,Real-estate
Capitol Branch,Broker,Student,2022 VY,"$27,800",Purchase,"$9,600","$23,500",Employed,120-month,6.56%,Simple,On time,No,No,20498.58,3 stars,5,4,1 borrower,$0,"$5,760",No,Auto
Prairie Branch,Branch,SME,2023 VY,"$154,700",Purchase,"$47,300","$63,800",Employed,60-month,7.83%,Schedule-heavy,Late docs,Yes,No,42653.58,2 stars,3,20,1 borrower,$0,"$5,280",Yes,Auto
Central Branch,Branch,HELOC,2021 VY,"$102,900",Refinance,"$3,210","$41,500",Self-employed,180-month,9.29%,Schedule-heavy,On time,Yes,Yes,31766.15,3 stars,4,18,2 borrowers,"$7,390","$13,470",Yes,Unsecured
Harbor Branch,Broker,Ag,2023 VY,"$75,500",Purchase,"$15,950","$66,000",Self-employed,84-month,3.90%,Schedule-heavy,On time,No,No,66726.76,4 stars,0,11,2 borrowers,$0,"$10,390",Yes,Auto
Harbor Branch,Branch,Mortgage,2020 VY,"$116,000",Refinance,"$21,000","$230,300",Public,360-month,6.10%,Full-doc,On time,No,No,205692.27,3 stars,7,16,2 borrowers,"$24,180","$7,590",Yes,Real-estate
Central Branch,Online,HELOC,2021 VY,"$139,500",Purchase,"$48,560","$81,800",Retired,180-month,5.99%,Schedule-heavy,Late docs,Yes,Yes,67507.33,3 stars,5,23,2 borrowers,"$13,880","$5,670",Yes,Auto
Highland Branch,Branch,Student,2022 VY,"$22,300",Purchase,$960,"$22,400",Employed,120-month,5.60%,Simple,On time,Yes,Yes,21794.62,3 stars,3,7,1 borrower,$0,$830,Yes,Auto
Harbor Branch,Broker,Mortgage,2021 VY,"$61,300",Refinance,"$4,230","$234,100",Employed,360-month,6.80%,Full-doc,On time,Yes,Yes,196541.64,2 stars,6,14,3 borrowers,"$42,090","$1,750",No,Real-estate
Central Branch,Online,Card,2022 VY,"$34,700",Purchase,"$9,350","$9,700",Employed,24-month,18.17%,Simple,On time,No,No,6939.32,3 stars,3,6,2 borrowers,$0,"$5,270",Yes,Unsecured
Central Branch,Broker,Auto,2023 VY,"$77,900",Purchase,"$21,490","$6,200",Employed,60-month,3.90%,Simple,On time,No,No,7326.09,5 stars,0,11,2 borrowers,$890,"$4,340",Yes,Auto
Prairie Branch,Branch,Mortgage,2021 VY,"$128,100",Refinance,"$43,660","$188,300",Employed,360-month,10.38%,Full-doc,2-year prior,Yes,Yes,121294.15,2 stars,8,22,2 borrowers,"$31,520","$26,390",Yes,Unsecured
Highland Branch,Online,Personal,2023 VY,"$42,300",Purchase,"$13,140","$15,400",Public,36-month,12.20%,Simple,Late docs,Yes,No,13051.52,3 stars,0,7,2 borrowers,$0,"$9,590",Yes,Unsecured
Capitol Branch,Online,Auto,2019 VY,"$15,300",Purchase,"$4,800","$30,600",Contract,60-month,7.96%,Simple,On time,Yes,No,21959.23,2 stars,3,3,2 borrowers,"$5,830","$1,330",Yes,Auto
Harbor Branch,Branch,HELOC,2023 VY,"$69,100",Purchase,"$11,970","$58,800",Employed,180-month,9.78%,Schedule-heavy,2-year prior,Yes,Yes,30164.39,1 star,1,14,2 borrowers,"$13,090","$4,000",Yes,Real-estate
Highland Branch,Branch,Auto,2023 VY,"$69,000",Purchase,"$12,870","$33,200",Employed,60-month,8.21%,Simple,Late docs,No,No,23314.85,2 stars,8,11,3 borrowers,"$8,960","$7,880",Yes,Real-estate
Capitol Branch,Branch,Auto,2022 VY,"$56,700",Refinance,"$23,190","$28,700",Self-employed,90-month,3.90%,Simple,On time,Yes,No,27837.78,5 stars,2,10,3 borrowers,"$2,780","$12,630",Yes,Real-estate
Delta Branch,Broker,Auto,2023 VY,"$61,600",Purchase,"$4,690","$18,200",Employed,60-month,6.10%,Simple,On time,Yes,No,18095.2,3 stars,7,8,1 borrower,"$1,780","$6,900",No,Auto
North Branch,Online,Mortgage,2023 VY,"$75,300",Refinance,"$26,090","$228,200",Employed,360-month,6.53%,Full-doc,On time,Yes,No,207029.81,4 stars,1,10,1 borrower,"$27,410","$3,380",Yes,Unsecured
Harbor Branch,Online,HELOC,2023 VY,"$116,400",Purchase,"$5,720","$62,900",Employed,180-month,7.22%,Schedule-heavy,On time,No,No,50042.8,2 stars,5,16,2 borrowers,"$16,030","$28,690",Yes,Auto
Highland Branch,Online,Card,2022 VY,"$60,500",Refinance,"$14,870","$6,700",Employed,24-month,16.80%,Simple,On time,Yes,Yes,5421.84,1 star,0,13,2 borrowers,$0,"$8,160",No,Real-estate
Capitol Branch,Online,Personal,2022 VY,"$62,600",Refinance,"$7,840","$21,500",Employed,36-month,10.85%,Simple,On time,Yes,No,14887.46,2 stars,0,9,2 borrowers,$0,"$6,180",Yes,Real-estate
North Branch,Branch,Mortgage,2023 VY,"$97,100",Refinance,"$26,380","$146,900",Contract,360-month,5.86%,Full-doc,2-year prior,No,No,112144.17,3 stars,4,15,3 borrowers,"$32,390","$21,900",No,Auto
Capitol Branch,Branch,Mortgage,2021 VY,"$108,800",Purchase,"$39,410","$266,600",Employed,360-month,5.28%,Full-doc,On time,No,Yes,252601.63,3 stars,7,18,1 borrower,"$15,660","$25,380",Yes,Auto
Highland Branch,Online,SME,2023 VY,"$130,600",Purchase,"$6,980","$106,900",Self-employed,60-month,6.93%,Schedule-heavy,2-year prior,No,No,77500.65,2 stars,8,17,1 borrower,$0,"$17,540",Yes,Real-estate
Highland Branch,Branch,Mortgage,2021 VY,"$62,300",Purchase,"$7,660","$213,700",Employed,360-month,7.16%,Full-doc,2-year prior,No,Yes,158910.92,2 stars,7,14,3 borrowers,"$32,810","$5,640",Yes,Real-estate
River Branch,Broker,Auto,2023 VY,"$65,500",Purchase,"$11,660","$17,900",Public,60-month,3.95%,Simple,On time,Yes,No,17636.04,4 stars,2,11,3 borrowers,"$3,470","$8,580",Yes,Real-estate
Delta Branch,Online,Mortgage,2020 VY,"$117,300",Purchase,"$15,430","$233,600",Employed,360-month,7.32%,Full-doc,On time,No,No,185466.43,2 stars,2,15,1 borrower,"$50,960","$8,260",Yes,Auto
Delta Branch,Branch,SME,2019 VY,"$162,000",Refinance,"$30,290","$109,200",Employed,60-month,8.14%,Schedule-heavy,Late docs,No,Yes,77898.41,3 stars,1,25,1 borrower,$0,"$21,060",No,Unsecured
Highland Branch,Online,Mortgage,Not Available,"$105,300",Purchase,"$42,900","$198,000",Employed,360-month,6.21%,Full-doc,Late docs,Yes,No,146044.27,3 stars,4,14,1 borrower,"$38,880","$7,660",No,Auto
Delta Branch,Branch,Mortgage,2023 VY,"$61,100",Refinance,"$4,760","$150,200",Employed,360-month,8.62%,Full-doc,On time,No,Yes,114030.27,3 stars,3,12,1 borrower,"$25,620","$9,970",No,Unsecured
Central Branch,Broker,HELOC,2023 VY,"$65,300",Purchase,"$13,610","$77,100",Employed,180-month,7.96%,Schedule-heavy,On time,Yes,No,57279.06,2 stars,5,10,2 borrowers,"$6,230","$12,720",Yes,Real-estate
River Branch,Broker,Student,Not Available,"$24,100",Refinance,"$6,190","$20,500",Contract,120-month,7.08%,Simple,On time,Yes,No,16855.41,2 stars,1,4,1 borrower,$0,"$5,860",Yes,Auto
Prairie Branch,Broker,Auto,2022 VY,"$61,800",Purchase,"$9,030","$29,800",Employed,60-month,4.57%,Simple,Late docs,Yes,No,29038.79,4 stars,0,8,1 borrower,"$6,660","$13,210",Yes,Auto
Harbor Branch,Branch,HELOC,2021 VY,"$84,600",Purchase,"$8,800","$69,600",Employed,180-month,9.73%,Schedule-heavy,Late docs,Yes,No,50253.42,3 stars,7,12,2 borrowers,"$18,230","$3,370",Yes,Unsecured
North Branch,Branch,HELOC,2020 VY,"$56,500",Refinance,"$19,620","$97,000",Employed,180-month,4.66%,Schedule-heavy,On time,No,No,92821.76,4 stars,1,9,2 borrowers,"$20,920","$3,880",Yes,Auto
Prairie Branch,Branch,Personal,2022 VY,"$31,700",Refinance,"$8,350","$19,500",Contract,36-month,10.20%,Simple,On time,Yes,No,15254.59,2 stars,3,5,2 borrowers,$0,"$4,510",Yes,Auto
River Branch,Branch,SME,2021 VY,"$15,600",Refinance,"$4,450","$63,500",Public,60-month,10.69%,Schedule-heavy,On time,Yes,Yes,21586.18,2 stars,5,6,1 borrower,$0,"$1,240",Yes,Unsecured
Harbor Branch,Branch,Auto,Not Available,"$14,000",Refinance,"$1,370","$25,600",Contract,60-month,5.32%,Simple,2-year prior,Yes,No,19891.85,3 stars,9,2,1 borrower,"$3,560",$330,Yes,Real-estate
Central Branch,Branch,Student,2019 VY,"$26,800",Purchase,"$6,850","$14,500",Self-employed,120-month,9.91%,Simple,2-year prior,Yes,No,10125.82,3 stars,6,4,1 borrower,$0,"$5,190",Yes,Unsecured
River Branch,Broker,Auto,2020 VY,"$104,400",Refinance,"$38,950","$18,500",Contract,30-month,7.24%,Simple,Late docs,Yes,Yes,14553.28,3 stars,8,20,3 borrowers,"$2,670","$10,680",Yes,Auto
Delta Branch,Branch,SME,2021 VY,"$190,900",Purchase,"$68,510","$43,000",Contract,60-month,10.00%,Schedule-heavy,On time,Yes,No,30256.88,2 stars,2,24,1 borrower,$0,"$6,720",Yes,Unsecured
Harbor Branch,Branch,Auto,2020 VY,"$38,400",Purchase,"$14,140","$19,800",Employed,60-month,8.06%,Simple,On time,No,Yes,14056.66,2 stars,5,10,2 borrowers,"$1,010","$5,260",No,Auto
Central Branch,Broker,Mortgage,2021 VY,"$96,800",Purchase,"$14,400","$285,800",Self-employed,360-month,5.25%,Full-doc,On time,No,No,270752.32,3 stars,7,14,2 borrowers,"$69,970","$23,690",Yes,Auto
Capitol Branch,Online,Card,2023 VY,"$26,200",Purchase,"$13,300","$7,800",Contract,24-month,12.12%,Simple,On time,Yes,Yes,9338.13,4 stars,1,10,3 borrowers,$0,"$4,610",Yes,Real-estate
Capitol Branch,Online,Auto,2021 VY,"$31,800",Purchase,"$12,120","$13,500",Employed,60-month,10.83%,Simple,On time,No,No,9880.42,2 stars,5,4,1 borrower,"$2,230","$1,800",Yes,Unsecured
North Branch,Online,HELOC,2022 VY,"$54,500",Refinance,"$19,990","$25,700",Self-employed,180-month,7.02%,Schedule-heavy,Late docs,No,Yes,17900.65,2 stars,6,11,1 borrower,"$5,920","$7,540",Yes,Real-estate
Central Branch,Broker,Ag,2023 VY,"$65,200",Purchase,"$18,700","$113,000",Employed,84-month,3.90%,Schedule-heavy,On time,Yes,No,110690.36,4 stars,7,11,3 borrowers,$0,"$14,830",Yes,Auto
Capitol Branch,Online,HELOC,2022 VY,"$82,900",Refinance,"$34,420","$61,300",Employed,180-month,10.85%,Schedule-heavy,On time,Yes,Yes,47638.69,2 stars,2,15,1 borrower,"$5,450","$2,690",No,Unsecured
Prairie Branch,Online,Personal,2023 VY,"$56,500",Purchase,"$12,250","$10,000",Employed,36-month,10.01%,Simple,3-year prior,Yes,No,8140.35,4 stars,10,9,2 borrowers,$0,"$9,420",Yes,Unsecured
Delta Branch,Online,HELOC,2021 VY,"$106,600",Purchase,"$33,510","$63,900",Self-employed,270-month,9.76%,Schedule-heavy,On time,No,No,46786.42,3 stars,6,14,1 borrower,"$14,330","$19,820",Yes,Unsecured
North Branch,Branch,Personal,2020 VY,"$45,900",Purchase,"$13,510","$24,700",Public,36-month,8.77%,Simple,On time,Yes,No,20494.07,3 stars,5,9,4 borrowers,$0,"$8,350",Yes,Real-estate
River Branch,Branch,Auto,2021 VY,"$58,700",Purchase,"$19,700","$26,800",Employed,60-month,9.14%,Simple,2-year prior,Yes,Yes,17825.77,3 stars,2,13,2 borrowers,"$3,300","$3,200",Yes,Unsecured
Prairie Branch,Branch,HELOC,Not Available,"$57,400",Purchase,"$20,000","$2,000",Employed,180-month,6.23%,Schedule-heavy,On time,No,Yes,3005.43,3 stars,0,12,1 borrower,$120,"$13,130",No,Auto
Delta Branch,Branch,SME,2023 VY,"$49,500",Refinance,"$5,650","$163,900",Employed,60-month,3.97%,Schedule-heavy,On time,Yes,Yes,77002.65,4 stars,5,12,2 borrowers,$0,"$4,660",No,Auto
Delta Branch,Online,Mortgage,2021 VY,"$44,000",Purchase,"$6,160","$84,700",Employed,360-month,4.60%,Full-doc,On time,No,No,80745.29,3 stars,3,7,2 borrowers,"$8,630","$1,400",Yes,Real-estate
North Branch,Branch,Auto,2022 VY,"$71,000",Purchase,"$13,070","$20,400",Retired,60-month,5.02%,Simple,2-year prior,Yes,Yes,18025.31,3 stars,3,14,2 borrowers,"$4,680","$2,780",Yes,Auto
Highland Branch,Branch,HELOC,2023 VY,"$78,500",Refinance,"$23,720","$33,200",Employed,180-month,5.98%,Schedule-heavy,On time,No,No,31799.61,3 stars,6,10,1 borrower,"$6,850","$9,830",Yes,Real-estate
Harbor Branch,Branch,Student,2023 VY,"$14,000",Purchase,"$4,460","$13,300",Employed,120-month,10.23%,Simple,On time,Yes,Yes,10484.16,3 stars,3,6,1 borrower,$0,$410,Yes,Unsecured
Central Branch,Broker,Mortgage,2022 VY,"$90,000",Refinance,"$32,410","$263,900",Employed,360-month,5.46%,Full-doc,On time,Yes,No,224121.75,3 stars,3,13,2 borrowers,"$71,920","$17,940",No,Real-estate
North Branch,Branch,Card,2023 VY,"$30,300",Refinance,"$9,970","$2,200",Retired,24-month,17.40%,Simple,On time,No,Yes,1648.64,2 stars,2,8,1 borrower,$0,"$6,640",Yes,Unsecured
North Branch,Online,Auto,2023 VY,"$91,200",Purchase,"$24,590","$21,300",Employed,60-month,8.79%,Simple,Late docs,Yes,No,17380.67,4 stars,8,14,3 borrowers,"$5,500","$2,100",No,Unsecured
Harbor Branch,Broker,Personal,2023 VY,"$41,600",Purchase,"$4,380","$19,600",Contract,36-month,6.29%,Simple,On time,No,Yes,18613.48,4 stars,2,10,1 borrower,$0,"$8,580",Yes,Real-estate
Capitol Branch,Branch,SME,2020 VY,"$140,700",Purchase,"$39,910","$59,900",Employed,60-month,8.63%,Schedule-heavy,On time,No,Yes,47533.78,3 stars,2,23,2 borrowers,$0,"$34,570",Yes,Unsecured
Delta Branch,Online,Ag,2020 VY,"$104,700",Purchase,"$38,040","$33,400",Employed,84-month,9.97%,Schedule-heavy,On time,Yes,Yes,21846.15,2 stars,5,18,1 borrower,$0,"$2,830",Yes,Unsecured
Harbor Branch,Branch,Auto,Not Available,"$38,900",Purchase,"$10,760","$20,900",Contract,60-month,3.90%,Simple,On time,Yes,Yes,21315.76,4 stars,0,10,2 borrowers,"$4,380","$7,260",No,Auto
Central Branch,Branch,Auto,2022 VY,"$59,500",Refinance,"$23,120","$19,400",Employed,60-month,9.50%,Simple,On time,No,No,14822.62,3 stars,4,8,1 borrower,"$5,330","$14,860",Yes,Unsecured
River Branch,Online,Personal,2022 VY,"$62,000",Purchase,"$27,910","$11,100",Self-employed,54-month,12.30%,Simple,On time,Yes,No,6733.9,3 stars,4,8,1 borrower,$0,"$12,610",Yes,Unsecured
Delta Branch,Broker,HELOC,2022 VY,"$91,200",Refinance,"$15,770","$32,100",Employed,180-month,3.90%,Schedule-heavy,On time,No,No,34146.41,4 stars,1,12,1 borrower,"$4,060","$12,420",Yes,Auto
